   122	16.285  -98.129  12.3 3.9  ; 2 ;  64260510.0 ;  2018/01/17,16:00:18.00 2020/01/31,10:08:48.00 ;  12553000 18528200
   123	16.255  -98.110   9.5 3.5  ; 2 ;  4213.0 ;  2018/01/07,13:04:27.00 2018/01/07,14:14:40.00 ;  12465600 12466100
   124	16.190  -98.802   9.6 4.2  ; 2 ;  59053593.0 ;  2018/01/02,07:58:12.00 2019/11/16,19:44:45.00 ;  12422700 17680300
   125	16.723  -99.626   6.6 3.6  ; 3 ;  32734077.0 36749499.0 ;  2017/12/31,04:20:24.00 2019/01/14,01:08:21.00 2020/03/14,09:20:00.00 ;  12401200 15505200 19049800
   126	15.850  -97.200  13.6 3.4  ; 2 ;  236.0 ;  2017/12/27,20:15:47.00 2017/12/27,20:19:43.00 ;  12367000 12367100
   127	16.125  -97.205  30.7 3.7  ; 2 ;  16080328.0 ;  2017/12/25,23:03:28.00 2018/06/30,01:48:56.00 ;  12349600 14136100
   128	16.100  -97.540  34.6 3.4  ; 2 ;  26454207.0 ;  2017/12/13,05:25:43.00 2018/10/15,09:49:10.00 ;  12216700 14829900
   129	16.270  -98.125  12.2 3.7  ; 2 ;  897.0 ;  2017/12/10,10:22:12.00 2017/12/10,10:37:09.00 ;  12194200 12194600
   130	16.785  -99.945  12.2 3.6  ; 2 ;  35426147.0 ;  2017/12/07,00:01:17.00 2019/01/21,00:37:04.00 ;  12163500 15564500
   131	16.320  -98.295  10.2 3.6  ; 2 ;  10083340.0 ;  2017/11/26,10:17:11.00 2018/03/23,03:12:51.00 ;  12053100 13321400
   132	16.070  -98.395   5.0 3.7  ; 2 ;  24707703.0 ;  2017/11/24,07:06:59.00 2018/09/06,06:22:02.00 ;  12027300 14613300
   133	16.270  -97.855  17.6 3.5  ; 2 ;  478132.0 ;  2017/11/22,07:14:33.00 2017/11/27,20:03:25.00 ;  12007600 12066100
   134	16.480  -98.470   6.5 3.5  ; 2 ;  2062622.0 ;  2017/11/21,04:42:43.00 2017/12/15,01:39:45.00 ;  11993800 12231100
   135	16.215  -98.135   7.9 3.5  ; 2 ;  131935.0 ;  2017/11/18,12:01:08.00 2017/11/20,00:40:03.00 ;  11964800 11981100
   136	16.050  -98.165   4.5 3.5  ; 2 ;  21612806.0 ;  2017/11/18,01:22:28.00 2018/07/26,04:55:54.00 ;  11959800 14327600
   137	16.240  -98.045   6.3 3.2  ; 2 ;  40688157.0 ;  2017/11/17,23:40:11.00 2019/03/03,21:56:08.00 ;  11958700 15920200
   138	15.680  -98.320  17.0 3.5  ; 2 ;  37104230.0 ;  2017/10/29,05:44:08.00 2019/01/01,16:27:58.00 ;  11744500 15406900
   139	16.215  -98.035   5.0 3.5  ; 2 ;  40284153.0 ;  2017/10/15,07:44:17.00 2019/01/24,13:46:50.00 ;  11599200 15594400
   140	16.275  -98.815  16.1 3.6  ; 2 ;  34535118.0 ;  2017/10/14,23:09:23.00 2018/11/18,16:14:41.00 ;  11595800 15055900
   141	16.030  -97.675  15.3 3.7  ; 2 ;  32617903.0 ;  2017/09/02,03:35:46.00 2018/09/14,16:07:29.00 ;  10822300 14665000
   142	16.250  -98.095  12.0 3.6  ; 2 ;  23737666.0 ;  2017/08/27,21:26:47.00 2018/05/29,15:14:33.00 ;  10798200 13874400
   143	15.985  -97.685  15.7 3.8  ; 2 ;  7993168.0 ;  2017/08/23,15:19:17.00 2017/11/24,03:38:45.00 ;  10778000 12025000
   144	16.329  -98.275  10.2 4.3  ; 2 ;  83738496.0 ;  2017/08/22,23:20:53.00 2020/04/18,04:02:29.00 ;  10775100 19294700
