2016/04/19 04:09:45.50    15.96    -98.19   2.5   4.0 08592700
2018/06/06 14:31:18.00    15.97    -98.16   7.0   4.3 13944800
2020/11/07 06:30:38.00    15.933   -98.177  15.9  4.3 20647400
